SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.1.19,20.198.162.78,64214,443,2021-09-30 15:52:55,0.126990,151,1189.070005512245058666036696,228,1795.416961965509095204346799,5476.222222222222,74.00150148626865,126.33333333333333,97.0,54,1.1891650606079773,0.9774576445148906,0.5857638640074035,0.002728225352,0.05223241667776822290424241549,0.067994,0.076992,0.0,-0.5168054958385546917522815262,1.3017586457748644,0.7681915562809692458782012456,0E-12,0.000000,0.076992,0.076992,0.076992,-10,-10,0,False
192.168.1.19,99.86.47.84,60443,443,2021-09-30 15:52:55,0.316348,421,1330.812902246892662510905711,922,2914.511866678468016235285192,110758.1875,332.80352687434066,335.75,210.5,54,1.1290445252458967,0.8465955954438628,0.9912242051357876,0.01912425089875,0.1382904584515866011379814133,0.1551695,0.152165,0.0,0.06517803253328204191379846520,1.1220549974120049,0.8912219118550140403750828178,0E-12,0.000000,0.037224,0.037224,0.037224,-10,-10,0,False
fe80::c576:e922:2bc0:4471,ff02::1:3,52193,5355,2021-09-30 15:52:55,0.424968,170,400.0301199149112403757459385,0,0E+6,0.0,0.0,85.0,85.0,85,-10,-10,0.0,0.045149450256,0.212484,0.212484,0.212484,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.168.1.19,224.0.0.252,52193,5355,2021-09-30 15:52:55,0.424963,130,305.9089850175191722573494634,0,0E+6,0.0,0.0,65.0,65.0,65,-10,-10,0.0,0.04514838784225,0.2124815,0.2124815,0.2124815,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
fe80::c576:e922:2bc0:4471,ff02::1:3,51474,5355,2021-09-30 15:52:55,0.423968,170,400.9736583893124009359196921,0,0E+6,0.0,0.0,85.0,85.0,85,-10,-10,0.0,0.044937216256,0.211984,0.211984,0.211984,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.168.1.19,224.0.0.252,51474,5355,2021-09-30 15:52:55,0.424963,130,305.9089850175191722573494634,0,0E+6,0.0,0.0,65.0,65.0,65,-10,-10,0.0,0.04514838784225,0.2124815,0.2124815,0.2124815,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.168.1.19,192.168.1.1,51711,53,2021-09-30 15:53:00,0.014777,86,5819.855180347837856127766123,142,9609.528321039453204303985924,784.0,28.0,114.0,114.0,86,0.0,1.0,0.24561403508771928,0.00005458993225,0.0073885,0.0073885,0.0073885,0.0,0,1.0,1,0E-12,0.000000,0.014777,0.014777,0.014777,-10,-10,0,False
192.168.1.19,216.58.200.170,51712,443,2021-09-30 15:53:00,0.170946,6010,35157.30113603126133398851099,10119,59194.13148011652802639429995,354844.7191358025,595.6884413313745,896.0555555555555,1399.0,1399,-2.5329236369956476,-0.8443078789985491,0.6647896301050742,0.002163185420015432098765432098,0.04651005719213245709256549642,0.1030736111111111111111111111,0.1159755,0.084321,-0.8321999370324153327171888843,0.40319475492460316,0.4512314712831359614440483126,0.0002019695435555555555555555555,0.01421159890918525590639863293,0.01765066666666666666666666667,0.011804,0.005372,1.234203140131088861325461164,0.8639891081312958,0.8051593278356958702069024547,False
192.168.1.19,172.217.166.3,65481,443,2021-09-30 15:53:00,4.726333,3267,691.2335631027267862844196547,42223,8933.564351051861982640664549,428247.6525552369,654.4063359681329,590.7792207792207,93.0,54,2.281973110985255,0.8202537036642625,1.1077003268750547,2.020447990760611570247933886,1.421424634217590718285169443,0.8204994545454545454545454545,0.303504,4.726333,1.091149207843924067290776447,-2.7478302059992608,1.732389493183807767324078203,0.0001344427690656,0.01159494584142590982546438445,0.00764312,0.000996,0.0,1.719832095183609285175297814,0.659176860722626,1.517043542614260907255725993,False
192.168.1.19,172.217.166.3,65482,443,2021-09-30 15:53:00,0.416493,1452,3486.253070279692575865620791,5529,13275.13307546585416801722958,233821.67148760337,483.5511053524781,317.3181818181818,66.0,54,1.5592034370492451,0.5445508838744967,1.5238682592400112,0.02490719336703512396694214875,0.1578201297903253023647194750,0.2501426818181818181818181818,0.2670135,0.148412,-0.3206970784569535484004798740,0.6445988984633197,0.6309204356617480772380687550,0.0000546613098888888888888888889,0.007393328742108583452792792000,0.01122566666666666666666666667,0.0121145,0.0,-0.3606629832125538626547159850,1.518350807631624,0.6586093246526041618427525015,False
192.168.1.19,142.250.77.195,65483,80,2021-09-30 15:53:00,4.519157,762,168.6155183367163389101108902,929,205.5693130378077150229567152,54068.490000000005,232.5263210907531,169.1,54.0,54,1.4849931757413055,0.4949977252471019,1.375081733239226,4.14278513326161,2.035383289029761588309648898,1.4045397,0.109907,0.019451,1.908190030316795646002346184,0.6805050957553317,1.449146143060079817117058990,0.000001495056888888888888888888889,0.001222725189439102415389954790,0.02044233333333333333333333333,0.019711,0.019451,1.794352499604958644033021349,0.8107572673693632,0.05981338673532550501687453113,False
192.168.1.19,172.217.166.3,51713,443,2021-09-30 15:53:00,0.135524,3251,23988.37106342787993270564623,6980,51503.79268616628788996782858,361237.45408163266,601.0303270897673,730.7857142857143,596.0,1399,0.6727732772072748,-1.1117813121840756,0.8224440014912269,0.001371544685515306122448979594,0.03703437167706921043732947256,0.08319064285714285714285714286,0.086660,0.082474,-0.2810381534032034172784129321,0.019350749714125006,0.4451747264492906964318725885,0.00005406829525,0.007353114663188654506159467561,0.0196735,0.0167655,0.013409,1.186436006999089210450651207,0.8519518988819113,0.3737573214318069741611542207,False
192.168.1.44,239.255.255.250,43793,1900,2021-09-30 15:53:01,0.616314,501,812.8973218197217652041005072,0,0E+6,0.0,0.0,167.0,167.0,167,-10,-10,0.0,0.0633074847368888888888888889,0.2516097866476757077910416935,0.3085613333333333333333333333,0.309370,0.0,-0.009641914300404700201226749163,1.2263486943192945,0.8154287639659183083785882446,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
